search_role,title,company,location,state,salary,experience_required,description,updated,link,skills_auto,is_core_data_role
data scientist,Front End Developer,Maxlink IT Solutions Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Proficiency in  HTML5, CSS3, and JavaScript (ES6+)
# Experience with modern  frameworks/libraries  – React.js, Angular, or Vue.js 
# Knowledge of  Responsive Design  and  Cross-Browser Compatibility 
# Experience with  CSS frameworks  – Bootstrap, Tailwind CSS, or ...",2025-11-03T17:35:18.7270000,https://jooble.org/jdp/-6211878762250532136,"ai, bi, browser compatibility, compatibility, html, ml",False
data scientist,Full Stack Developer,Lunar Enterprises,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain  web applications  using  React.js and Node.js  . 
# Develop  RESTful APIs and integrate third-party services  . 
# Write  clean, maintainable, and well-documented code  . 
# Implement  responsive design and user-friendly interfaces  ....",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-7838362901415683797,"ai, api, apis, maintain, maintainable, restful apis",False
data scientist,Full Stack Developer,Leading Edge Info Solutions,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain web applications (frontend + backend). 
# Build responsive and interactive user interfaces using modern frameworks (React.js / Angular / Vue.js). 
# Develop and manage server-side logic, APIs, and database structures. 
# Integrate third...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-6747840493569124759,"ai, api, apis, data, database, maintain, maintain web, server, user interfaces",False
data scientist,MERN Stack Developer,Excellent Webworld,India,N/A,Not disclosed,Not mentioned,"...Troubleshoot, debug, and upgrade existing systems. 
# Implement responsive design and cross-browser compatibility. 
# Manage database schemas, queries, and  data  flow using  MongoDB  . 
# Participate in  code reviews  ,  sprint planning  , and  agile ceremonies  ....",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/-6008464556693659364,"bi, browser compatibility, compatibility, data, database, database schemas, manage data, manage database, mongodb",False
data scientist,Full Stack Developer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...feature development from requirement gathering to deployment, working directly with stakeholders including logistics planners, and  data scientists.  If you’re passionate about end-to-end product development and want to make a measurable environmental impact, this role is for...",2025-12-15T17:30:59.8630000,https://jooble.org/jdp/-2692767017204477509,"data, data scientists",False
data scientist,Senior Software Engineer,ChargePoint,India,N/A,Not disclosed,Not mentioned,"...~ Excellent problem-solving, communication, and collaboration skills. 

 Preferred Qualifications 
 Experience with real-time  data  processing 
 Knowledge of security best practices in cloud environments 
 Location 
 Bangalore, India 
 We are committed to an inclusive...",2026-01-02T22:56:53.5770000,https://jooble.org/jdp/-8383882032161795729,"cloud, data",False
data scientist,WordPress developer,Tagline Infotech LLP,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain responsive WordPress websites. 
# Customize themes, templates, and plugins as per project requirements. 
# Create custom plugins or modify existing ones to extend functionality. 
# Integrate third-party tools, APIs, and payment gateways...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-4059143802542080255,"ai, api, apis, maintain, maintain responsive",False
data scientist,Front-End Developer,Nextbase Solutions Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"...compatibility  . 
# Optimize  web performance  for faster load times and better user experience. 
# Integrate  REST APIs  and handle  data  dynamically on the frontend. 
# Maintain  code quality, readability, and modularity  . 
# Conduct  unit testing and debugging  to...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-3890942776206836450,"ability, ai, api, apis, bi, compatibility, data, maintain, rest apis, user experience",False
data scientist,MERN Stack Developer,Vanced Solutions Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Develop, test, and deploy web applications using  MERN stack technologies  . 
# Build  RESTful APIs  and integrate with front-end applications. 
# Design and implement dynamic, responsive, and interactive  UI using React.js  . 
# Handle server-side application logic...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/3529852022306991175,"api, apis, restful apis, server",False
data scientist,Frontend Developer,Applatus Technologies Pvt. Ltd.,India,N/A,"$8,000 per month",Not mentioned,"...cross-browser compatibility  . 
# Collaborate with UI/UX designers to enhance user experience. 
# Integrate  RESTful APIs  and manage  data  flow between frontend and backend systems. 
# Ensure application security and adhere to coding best practices. 
# Write clean,...",2025-11-04T19:49:39.9300000,https://jooble.org/jdp/3443430892329748298,"api, apis, bi, browser compatibility, compatibility, data, restful apis, user experience",False
data scientist,full stack developer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...application traces, API responses, and error patterns to identify root causes and either resolve or escalate appropriately. 5. Perform  data  validation and debugging using SQL and MongoDB queries to diagnose data mismatches, missing records, or processing failures. 6....",2026-01-03T20:38:16.7700000,https://jooble.org/jdp/-7982794910754848838,"ai, api, api responses, data, failures, mongodb, sql, using sql",False
data scientist,MERN Stack Developer,Techtic Technolab Pvt Ltd.,India,N/A,Not disclosed,Not mentioned,"# Develop and maintain web applications using the MERN stack. 
# Build scalable backend APIs with Node.js and Express.js. 
# Design responsive and interactive UI using React.js. 
# Work with MongoDB for database design and management. 
# Collaborate with cross-functional...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/14627593703720787,"ai, api, apis, backend apis, data, database, database design, maintain, maintain web, mongodb",False
data scientist,WordPress Developer,Innovative Infotech,India,N/A,Not disclosed,Not mentioned,"Job Responsibilities 
# Meeting with clients to discuss website design and function. 
# Designing and building the website front-end. 
# Creating the website architecture. 
# Designing and managing the website back-end including database and server integration. 
#...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/7203224986737254983,"bi, data, database, responsibilities, server",False
data scientist,Wordpress Developer,Digital4design,India,N/A,Not disclosed,Not mentioned,"# Develop, customize, and maintain  WordPress websites  for various clients and projects. 
# Create and modify  WordPress themes  and  plugins  as per project requirements. 
# Ensure  website responsiveness, performance, and cross-browser compatibility  . 
# Optimize...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/3284329635154919985,"ai, bi, browser compatibility, compatibility, maintain",False
data scientist,Front-End Developer,AheadRace Software Development Services Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Develop responsive web interfaces using  HTML, CSS, JavaScript, and modern frameworks 
# Collaborate with UI/UX designers and backend developers to integrate APIs 
# Optimize applications for performance, scalability, and cross-browser compatibility 
# Convert design...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5490871513101144698,"ability, api, apis, bi, browser compatibility, compatibility, html, integrate apis, ml, scalability",False
data scientist,Frontend Developer,Alphawizz Technologies Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"...Implement  cross-browser compatibility  and  mobile responsiveness  . 
# Integrate APIs and collaborate with backend developers for smooth  data  exchange. 
# Maintain  code quality  , version control using  Git  , and participate in code reviews. 
# Ensure UI/UX standards...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5445848937212660275,"ai, api, apis, bi, browser compatibility, compatibility, data, git, integrate apis, maintain, mobile",False
data scientist,"Software Engineer I, ITC",Nike,India,N/A,Not disclosed,Not mentioned,"Become a Part of the NIKE, Inc. Team 
 NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore
                            potential, obliterate boundaries
                            and push out the edges of what can be. The company looks...",2025-12-18T01:00:34.1330000,https://jooble.org/jdp/4996448575340907146,Not mentioned,False
data scientist,Frontend Developer,Kody Technolab Ltd.,India,N/A,Not disclosed,Not mentioned,"# Develop responsive and interactive  web applications  using modern frontend technologies. 
# Translate  UI/UX wireframes, mockups, and prototypes  into functional code. 
# Ensure applications deliver a  seamless user experience across devices and browsers  . 
# Collaborate...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/3605795512824975334,"ml, seamless, user experience",False
data scientist,Full Stack Developer,Devsto,India,N/A,Not disclosed,Not mentioned,"...server-side applications  using Node.js / Express.js / Django / Laravel 
# Work with  databases  (MongoDB, MySQL, PostgreSQL, etc.) for  data  storage & queries 
# Integrate  RESTful APIs / GraphQL  for seamless communication between systems 
# Deploy and maintain...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-9170411911951747057,"ai, api, apis, data, database, databases, maintain, ml, mongodb, mysql, postgresql, restful apis, seamless, server, sql",False
data scientist,MERN Stack Developer,Esferasoft Solutions Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"...front-end and back-end components. 
# Build RESTful APIs and integrate third-party services. 
# Work with databases (MongoDB) for  data  modeling, schema design, and queries. 
# Implement responsive design and ensure cross-platform compatibility. 
# Collaborate with...",2025-10-28T15:52:56.2530000,https://jooble.org/jdp/6534897464968582935,"api, apis, bi, compatibility, data, database, databases, mongodb, restful apis",False
data scientist,Full-Stack Developer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...cloud platforms (AWS, Azure, or GCP) is preferred Nice-to-Have Skills ● Containerization technologies (Docker, Kubernetes) ● Front-end  data  visualization (D3.js, Chart.js) ● Experience with testing frameworks and CI/CD pipelines ● Knowledge of DevOps practices and...",2025-12-29T19:04:13.3270000,https://jooble.org/jdp/8269464871710275665,"ai, aws, azure, cd pipelines, cloud, cloud platforms, data, gcp, pipeline, pipelines",False
data scientist,Backend Developer,Applatus Technologies Pvt. Ltd.,India,N/A,"$8,000 per month",Not mentioned,"...applications  . 
# Design, build, and integrate  RESTful APIs  or  GraphQL APIs  for web and mobile use. 
# Work on  database design,  data  modeling, and optimization  (SQL or NoSQL). 
# Collaborate with frontend developers to define and implement robust APIs. 
#...",2025-11-04T19:49:39.9600000,https://jooble.org/jdp/-6419708369465587775,"api, apis, bi, data, database, database design, graphql apis, mobile, nosql, restful apis, sql",False
data scientist,WordPress Developer,SKS Tech Solution,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain websites using  WordPress CMS  . 
# Customize and develop  WordPress themes and plugins  as per project requirements. 
# Implement responsive design and ensure  cross-browser compatibility  . 
# Optimize websites for  speed, SEO, and performance...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-7560550231538941384,"ai, bi, browser compatibility, compatibility, maintain, maintain web",False
data scientist,WordPress Developer,Graygraph Technologies Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain WordPress websites using custom themes and plugins. 
# Customize themes (Elementor, Divi, WPBakery, etc.) and templates according to project requirements. 
# Integrate third-party APIs, payment gateways, and plugins (e.g., WooCommerce, ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/4954107538197444326,"ai, api, apis, maintain, maintain wordpress, party apis",False
data scientist,"Software Engineer III, ITC",Nike,India,N/A,Not disclosed,Not mentioned,"Become a Part of the NIKE, Inc. Team 
 NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore
                            potential, obliterate boundaries
                            and push out the edges of what can be. The company looks...",2025-12-24T01:00:39.1330000,https://jooble.org/jdp/-5980544125354084942,Not mentioned,False
data scientist,WordPress Developer,Techtic Technolab Pvt Ltd.,India,N/A,Not disclosed,Not mentioned,"# Develop and customize WordPress themes and plugins. 
# Convert PSD/Sketch designs into fully functional WordPress websites. 
# Maintain, update, and optimize existing WordPress sites. 
# Ensure website responsiveness and cross-browser compatibility. 
# Troubleshoot...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/4907733332531508266,"ai, bi, browser compatibility, compatibility, maintain",False
data scientist,Sr. Software Developer,WebGuruz Technologies Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain  robust and scalable software applications  . 
# Lead development projects and mentor  junior developers  . 
# Collaborate with cross-functional teams to analyze requirements and propose  technical solutions  . 
# Ensure adherence to  ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/4993330653303390153,"ai, maintain",False
data scientist,Front end developer,Iclivia,India,N/A,Not disclosed,5+ years,"Job Role : Full-stack developer Proficiency in React and Node.js. 
 Experience: 5+ years 
 Location: Remote 
 Duration: 4 months 
 Joining: Immediate to post 15 days 
 Required Skills and Qualifications: 
5+ years of professional experience in full-stack development...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/2652106909101219670,Not mentioned,False
data scientist,MERN Stack Developer,Techtic Technolab Pvt Ltd.,India,N/A,Not disclosed,Not mentioned,"...full-stack web applications  using the  MERN stack  . 
# Design and manage  MongoDB schemas, queries, and aggregations  for efficient  data  handling. 
# Implement  RESTful APIs / GraphQL APIs  using Express.js & Node.js. 
# Build  responsive user interfaces  with React....",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-617703474873026653,"api, apis, data, graphql apis, mongodb, restful apis, user interfaces",False
data scientist,MERN stack developer,Codonneir Solutions,India,N/A,Not disclosed,Not mentioned,"# Develop and maintain web applications using the MERN stack (MongoDB, Express.js, React.js, Node.js). 
# Build RESTful APIs and integrate them with frontend components. 
# Work closely with UI/UX designers to implement responsive and user-friendly interfaces. 
# Optimize...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/8418134493656442160,"ai, api, apis, maintain, maintain web, mongodb, restful apis",False
data scientist,MERN Stack Developer,Shine Infosoft,India,N/A,Not disclosed,Not mentioned,"# Develop, test, and deploy scalable web applications using the  MERN stack 
# Design and integrate  REST APIs  for backend services 
# Build reusable UI components using  React.js 
# Work with  MongoDB  for database design and optimization 
# Ensure  application performance...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/8365777911977872530,"api, apis, data, database, database design, mongodb, rest apis",False
data scientist,MERN Stack Developer,MSol Technologies Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Design and develop scalable and robust web applications. 
# Write reusable, testable, and efficient code. 
# Integrate RESTful APIs and third-party services. 
# Work with UI/UX designers to implement modern web interfaces. 
# Perform debugging and performance tuning...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-8111496565770184243,"api, apis, restful apis",False
data scientist,FrontEnd developer,Codknox,India,N/A,Not disclosed,Not mentioned,"# Develop and maintain responsive web pages and user interfaces. 
# Convert UI/UX designs into functional and interactive web elements. 
# Integrate APIs and backend services with front-end components. 
# Optimize web applications for maximum speed and scalability. 
...",2025-10-31T14:57:29.1370000,https://jooble.org/jdp/2179440992336705946,"ability, ai, api, apis, bi, integrate apis, maintain, maintain responsive, scalability, user interfaces",False
data scientist,MERN Stack Developer,Octal IT Solution LLP,India,N/A,Not disclosed,Not mentioned,"# Develop, test, and deploy  full-stack web applications  using the  MERN (MongoDB, Express.js, React.js, Node.js) stack. 
# Build  responsive and dynamic UI  components using React.js and manage state using Redux or Context API. 
# Develop  RESTful APIs  and backend ...",2025-11-04T19:49:39.6700000,https://jooble.org/jdp/3539392411095373886,"api, apis, context api, mongodb, restful apis",False
data scientist,Graduate Engineer Trainee- Design Engineer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,5 years,"Surbhi 
9201975264
   Job requirements 
 Experience:  0 to
                            5
                            Year.
                        
 Education :  Bachelor of Engineering - Bachelor of Technology (B.E./B.Tech.)
                        
 Specilization...",2025-12-31T16:17:20.0300000,https://jooble.org/jdp/363914507145607917,Not mentioned,False
data scientist,Production Engineer,Rajan Techno Cast Private Limited,India,N/A,Not disclosed,Not mentioned,"# Plan, coordinate, and monitor day-to-day production activities 
# Ensure products meet quality standards and specifications 
# Optimize manufacturing processes for cost efficiency 
# Prepare and maintain production schedules 
# Supervise shop floor operations and ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-6744613564624925719,"ai, maintain",False
data scientist,Norming Engineer (Technical Writer),BorgWarner Inc.,India,N/A,Not disclosed,Not mentioned,"...regulations. 
 Standards Database Administration 
•        Maintain and update the internal standards database. 
•        Ensure  data  accuracy, version control, and user accessibility. 
 Change Communication 
•        Inform relevant departments about updates or changes...",2025-12-29T16:27:38.8330000,https://jooble.org/jdp/1408066683457839384,"ai, bi, data, database, maintain",False
data scientist,Process Engineer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...Assess industrial processes by collecting, analyzing, and interpreting operational  data  and measurements. 
 Design, develop, and optimize process workflows to improve productivity and product quality. 
 Perform process simulations using ASPEN Plus and HYSYS for new...",2026-01-02T00:00:00.0000000,https://jooble.org/jdp/6219123022974970899,data,False
data scientist,Sr. Flutter Developer,Excellent Webworld,India,N/A,Not disclosed,Not mentioned,"# Design and build advanced mobile applications using  Flutter  framework. 
# Develop reusable, efficient, and maintainable code using  Dart  . 
# Integrate  RESTful APIs  ,  Firebase  , and third-party libraries. 
# Manage the full mobile development lifecycle — from...",2025-10-31T14:57:23.8070000,https://jooble.org/jdp/1725288250489722920,"advanced mobile, ai, api, apis, bi, maintain, maintainable, maintainable code, mobile, mobile applications, restful apis",False
data scientist,React.js Developer,Mehta Websolution,India,N/A,Not disclosed,Not mentioned,"# Develop new user-facing features using  React.js 
# Build reusable components and front-end libraries 
# Translate designs and wireframes into high-quality code 
# Optimize components for maximum performance across browsers and devices 
# Work closely with backend...",2025-11-04T00:00:00.0000000,https://jooble.org/jdp/1689656388880995984,Not mentioned,False
data scientist,Senior Node.js Developer,CodeOptim,India,N/A,Not disclosed,Not mentioned,"...reusable, and maintainable code following best practices. 
# Manage  asynchronous programming  ,  event-driven architecture  , and   data  streaming  . 
# Collaborate with front-end developers, UI/UX designers, and DevOps teams. 
# Perform  code reviews  , debug...",2025-11-04T19:49:39.5770000,https://jooble.org/jdp/-4257149168044416155,"ai, data, maintain, maintainable, maintainable code",False
data scientist,Application Developer III,Teva Pharmaceutical Industries Ltd.,India,N/A,Not disclosed,Not mentioned,"...Access business teams. The key focus area for this role is reporting/dashboard/visualization delivery for all the US Value and Access,  Data  Analytics and Commercial Finance teams. 
 The incumbent will perform development in Tableau while ensuring best practices in data...",2025-12-11T14:41:40.6670000,https://jooble.org/jdp/-6817983017783342779,data,False
data scientist,Android Developer,Kmphitech LLP,India,N/A,Not disclosed,Not mentioned,"# Design and develop advanced applications for the  Android platform  . 
# Collaborate with cross-functional teams to define, design, and ship new features. 
# Work with  RESTful APIs / GraphQL  to connect applications to back-end services. 
# Ensure  performance, quality...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-3648984521292808086,"api, apis, restful apis",False
data scientist,Sr. DevOps Engineer,Moon Technolabs,India,N/A,Not disclosed,Not mentioned,"# Design, implement, and maintain  CI/CD pipelines  for automated build, test, and deployment. 
# Manage and optimize  cloud infrastructure  (AWS/Azure/GCP) for scalability, reliability, and cost-efficiency. 
# Implement and manage  Infrastructure as Code (IaC) using ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-4574812223761406367,"ability, ai, aws, aws azure, azure, azure gcp, bi, cd pipelines, cloud, cloud infrastructure, gcp, maintain, pipeline, pipelines, reliability, scalability",False
data scientist,Laravel Developer,Codexial Technologies Pvt. ltd.,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain web applications using  Laravel framework  . 
# Write clean, maintainable, and efficient  PHP  and  Laravel  code. 
# Develop  RESTful APIs  and integrate third-party services or APIs. 
# Manage  database design  ,  migration  , and  optimization...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/3408368950864946470,"ai, api, apis, data, database, database design, maintain, maintain web, maintainable, restful apis",False
data scientist,Flutter Developer,DigiMantra,India,N/A,Not disclosed,Not mentioned,"# Design and build advanced applications using  Flutter  and  Dart  for Android and iOS platforms. 
# Collaborate with the  UI/UX design team  to implement clean, modern, and intuitive interfaces. 
# Integrate apps with  RESTful APIs  , third-party libraries, and backend...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-4116415759046976568,"api, apis, restful apis",False
data scientist,Flutter Developer,Devsto,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain  mobile applications  using Flutter & Dart 
# Build  cross-platform apps  for Android and iOS from a single codebase 
# Collaborate with UI/UX designers to create  responsive & user-friendly interfaces 
# Integrate applications with  REST...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-6984471714041913800,"ai, bi, maintain, mobile, mobile applications",False
data scientist,PHP Developer,Logix Built Solutions Limited,India,N/A,Not disclosed,Not mentioned,"# Develop, test, and maintain dynamic web applications using  PHP  and related frameworks. 
# Work with  MySQL/PostgreSQL  databases including writing optimized queries. 
# Design and develop RESTful APIs for integration with front-end and third-party services. 
# Collaborate...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/3092754752693857988,"ai, api, apis, data, database, databases, maintain, mysql, mysql postgresql, postgresql, restful apis, sql",False
data scientist,Sr. / Principal Software Engineer,ARW Placement,India,N/A,Not disclosed,Not mentioned,"...passion for software engineering, writing clean, maintainable, and scalable code. 
 Solid understanding of software design principles,  data  structures, and algorithms. 
 Strong problem-solving, analytical, and communication skills. 
 Ability to thrive in a collaborative...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/5073102523909333696,"ability, ai, bi, data, maintain, maintainable",False
data scientist,DG DevOps Developer,Symphoni hr private ltd,India,N/A,Not disclosed,Not mentioned,DG DevOps Developer,2025-12-31T00:00:00.0000000,https://jooble.org/desc/5985018039082893189,Not mentioned,False
data scientist,Senior Software Engineer - Core Services,ChargePoint,India,N/A,Not disclosed,Not mentioned,"...~ Bachelor's Degree in Computer Science or “STEM” Majors (Science, Technology, Engineering, and Math) 
~ Good in CS fundamentals -  data  structures, algorithm design, problem-solving, and complexity analysis. 
~ Working experience with modern software architecture components...",2026-01-02T22:56:54.0530000,https://jooble.org/jdp/-218479572797074373,data,False
data scientist,Principal Software Engineer - REMOTE,jobgether,India,N/A,Not disclosed,Not mentioned,"...practices. 
~ Solid understanding of design patterns and microservices architecture. 
~ Experience with Elastic Search and Change  Data  Capture (CDC). 

 Benefits 
 Health insurance coverage. 
 Provident Fund contributions. 
 Option to work from home. 
 Yearly performance...",2026-01-03T06:10:56.9830000,https://jooble.org/jdp/1158146339026206985,data,False
data scientist,Senior Php Developer,Mehta Websolution,India,N/A,Not disclosed,Not mentioned,"Key Responsibilities 
# Implement reliable, scalable, and high-performing solutions to meet global client needs. 
# Execute design and development tasks independently while meeting deadlines. 
# Develop and integrate backend APIs. 
# Write clean, maintainable, and ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/6324156178107264860,"ai, api, apis, backend apis, bi, key responsibilities, maintain, maintainable, responsibilities",False
data scientist,AWS DevOps Engineer,Treesha Infotech,India,N/A,Not disclosed,Not mentioned,"# Design, deploy, and manage AWS cloud infrastructure (EC2, S3, RDS, Lambda, VPC, CloudFormation). 
# Develop and maintain  CI/CD pipelines  for application deployment. 
# Automate infrastructure provisioning and configuration using  Terraform, Ansible, or CloudFormation...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5589009616801380291,"ai, aws, cd pipelines, cloud, cloud infrastructure, maintain, pipeline, pipelines",False
data scientist,Node.js Developer,Codiant Software Technologies,India,N/A,Not disclosed,Not mentioned,"# Develop and maintain  server-side logic  using  Node.js  and frameworks like  Express.js, Koa.js, or Nest.js  . 
# Design and implement  RESTful APIs  and integrate with front-end applications. 
# Write  clean, scalable, and maintainable code  following best practices...",2025-11-01T00:00:00.0000000,https://jooble.org/jdp/-5929870971765750239,"ai, api, apis, maintain, maintainable, maintainable code, restful apis, server",False
data scientist,Laravel Developer,Mehta Websolution,India,N/A,Not disclosed,Not mentioned,"...and consistent across applications. 
 Prepare and maintain all applications utilizing standard development tools. 
 Utilize backend  data  services and contribute to increasing existing data services API. 
 Lead the entire web application development lifecycle right...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5761289370271326263,"ai, api, data, maintain",False
data scientist,Next.js Developer,Divtechnosoft,India,N/A,Not disclosed,Not mentioned,"# Develop, maintain, and optimize web applications using  Next.js  . 
# Work with designers and backend developers to create seamless, responsive, and dynamic user interfaces. 
# Implement server-side rendering (SSR) and static site generation (SSG) features. 
# Integrate...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-2062286588696457736,"ai, maintain, ml, seamless, server, user interfaces",False
data scientist,iOS Developer,Vasundhara Infotech LLP,India,N/A,Not disclosed,Not mentioned,"# Design and build advanced iOS applications for iPhone and iPad devices. 
# Collaborate with cross-functional teams (designers, product managers, backend developers) to define, design, and ship new features. 
# Ensure application performance, quality, and responsiveness...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/2144477508149573867,Not mentioned,False
data engineer,Senior Data Engineer,Dish,India,N/A,Not disclosed,Not mentioned,"...centers outside the U.S. As a hub for technological convergence, our  engineering  talent is a catalyst for innovation in multimedia network and...  .... 
 Job Duties and Responsibilities 
 Create and optimize  data  engineering pipelines for analytics projects 
 Evangelist for...",2025-12-05T00:00:00.0000000,https://jooble.org/jdp/-6048360865385469074,"bi, data, pipeline, pipelines, responsibilities",True
data engineer,Senior Engineer - Data Warehouse Operations,Dish,India,N/A,Not disclosed,Not mentioned,"...centers outside the U.S. As a hub for technological convergence, our  engineering  talent is a catalyst for innovation in multimedia network and...  ...and Responsibilities 
~24/7 production support. 
~ Monitor  Data  Warehousing jobs in production. 
~ Ensure job failues are...",2025-11-25T18:42:36.3230000,https://jooble.org/jdp/-8638838157744824628,"ai, bi, data, responsibilities",True
data engineer,Oracle PL/SQL Developer,BeyonData Solutions Private Limited,India,N/A,Not disclosed,Not mentioned,"...packages, procedures, triggers, functions, and views. 
# Optimize SQL queries and database objects for performance tuning. 
# Perform  data  modeling, database schema design, and normalization. 
# Debug, troubleshoot, and resolve issues related to SQL queries and stored...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-4715770500601205066,"data, database, sql, sql queries",False
data engineer,Python Developer,Vasundhara Infotech LLP,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain  Python-based applications, scripts, and tools  . 
# Build  RESTful APIs and backend services  for web and mobile applications. 
# Integrate applications with databases, third-party APIs, and cloud platforms. 
# Collaborate with front-...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/8264479465216486931,"ai, api, apis, bi, cloud, cloud platforms, data, database, databases, maintain, mobile, mobile applications, party apis, python, restful apis",False
data engineer,AI DevOps Engineer - REMOTE,jobgether,India,N/A,Not disclosed,Not mentioned,"...of a partner company. We are currently looking for a AI DevOps  Engineer.  In this role, you will be instrumental in designing and managing...  ...internal team. 
We appreciate your interest and wish you the best!
  Data  Privacy Notice: By submitting your application, you acknowledge...",2026-01-02T06:12:19.0800000,https://jooble.org/jdp/4047563207644649668,"ai, data, partner company",False
data engineer,Maven Developer,Nirag InfoTech,India,N/A,Not disclosed,Not mentioned,"# Design, implement, and maintain  build automation  using  Apache Maven  . 
# Manage  project dependencies  , repositories, and build lifecycles. 
# Integrate Maven with  CI/CD tools  such as  Jenkins  ,  GitLab CI  , or  Azure DevOps  . 
# Collaborate with development...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/6245299270611724132,"ai, azure, azure devops, git, maintain",False
data engineer,RPG Developer,N/A,India,N/A,Not disclosed,Not mentioned,"Travelopia is a leading conglomerate in the specialist Travel industry, consisting of outstanding experiential travel brands. Our goal is to build captivating and outstanding customer travel experience, fulfilling their expectations. Travelopia operates the world’s leading...",2025-11-26T08:30:10.3770000,https://jooble.org/jdp/6588703186756524426,Not mentioned,False
data engineer,Quality Analyst,GammaStack,India,N/A,Not disclosed,Not mentioned,"...resolve defects and improve product stability. 
# Execute test cases and ensure proper test coverage across all modules. 
# Validate  data,  API responses, and performance under load conditions (if applicable). 
# Prepare detailed test reports and ensure testing...",2025-11-01T00:00:00.0000000,https://jooble.org/jdp/6437939472164113796,"ability, ai, api, api responses, bi, data, detailed, detailed test, prepare detailed, stability",False
data engineer,Full-Stack Developer,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,3+ years,"...& Experience ● Bachelor’s degree in Computer Science, Software  Engineering,  or equivalent practical experience ● 3+ years of hands-on software...  ...Containerization technologies (Docker, Kubernetes) ● Front-end  data  visualization (D3.js, Chart.js) ● Experience with testing...",2025-12-29T19:04:13.3870000,https://jooble.org/jdp/5195371850710797788,"ai, data",False
